model_pair,benchmark,condition,cond_type,item_id,source_item_id,baseline_correct,condition_correct,score_flip,token_changed,token_change_no_score_flip,accept_rate,temperature,construct
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_280,mmlu_280,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_281,mmlu_281,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_282,mmlu_282,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_283,mmlu_283,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_284,mmlu_284,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_285,mmlu_285,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_286,mmlu_286,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_287,mmlu_287,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_288,mmlu_288,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_289,mmlu_289,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_290,mmlu_290,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_291,mmlu_291,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_292,mmlu_292,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_293,mmlu_293,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_294,mmlu_294,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_295,mmlu_295,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_296,mmlu_296,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_297,mmlu_297,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_298,mmlu_298,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_299,mmlu_299,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_300,mmlu_300,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_301,mmlu_301,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_302,mmlu_302,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_303,mmlu_303,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_304,mmlu_304,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_305,mmlu_305,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_306,mmlu_306,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_307,mmlu_307,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_308,mmlu_308,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_309,mmlu_309,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_310,mmlu_310,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_311,mmlu_311,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_312,mmlu_312,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_313,mmlu_313,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_314,mmlu_314,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_315,mmlu_315,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_316,mmlu_316,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_317,mmlu_317,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_318,mmlu_318,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_319,mmlu_319,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_320,mmlu_320,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_321,mmlu_321,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_322,mmlu_322,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_323,mmlu_323,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_324,mmlu_324,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_325,mmlu_325,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_326,mmlu_326,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_327,mmlu_327,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_328,mmlu_328,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_329,mmlu_329,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_330,mmlu_330,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_331,mmlu_331,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_332,mmlu_332,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_333,mmlu_333,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_334,mmlu_334,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_335,mmlu_335,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_336,mmlu_336,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_337,mmlu_337,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_338,mmlu_338,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_339,mmlu_339,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_340,mmlu_340,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_341,mmlu_341,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_342,mmlu_342,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_343,mmlu_343,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_344,mmlu_344,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_345,mmlu_345,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_346,mmlu_346,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_347,mmlu_347,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_348,mmlu_348,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_349,mmlu_349,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_350,mmlu_350,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_351,mmlu_351,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_352,mmlu_352,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_353,mmlu_353,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_354,mmlu_354,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_355,mmlu_355,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_356,mmlu_356,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_357,mmlu_357,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_358,mmlu_358,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_359,mmlu_359,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_360,mmlu_360,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_361,mmlu_361,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_362,mmlu_362,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_363,mmlu_363,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_364,mmlu_364,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_365,mmlu_365,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_366,mmlu_366,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_367,mmlu_367,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_368,mmlu_368,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_369,mmlu_369,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_370,mmlu_370,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_371,mmlu_371,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_372,mmlu_372,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_373,mmlu_373,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_374,mmlu_374,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_375,mmlu_375,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_376,mmlu_376,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_377,mmlu_377,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_378,mmlu_378,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_379,mmlu_379,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_380,mmlu_380,0,1,1,1,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_381,mmlu_381,0,0,0,1,1,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_382,mmlu_382,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_383,mmlu_383,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_384,mmlu_384,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_385,mmlu_385,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_386,mmlu_386,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_387,mmlu_387,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_388,mmlu_388,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_389,mmlu_389,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_390,mmlu_390,0,1,1,1,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_391,mmlu_391,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_392,mmlu_392,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_393,mmlu_393,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_394,mmlu_394,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_395,mmlu_395,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_396,mmlu_396,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_397,mmlu_397,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_398,mmlu_398,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_399,mmlu_399,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_400,mmlu_400,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_401,mmlu_401,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_402,mmlu_402,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_403,mmlu_403,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_404,mmlu_404,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_405,mmlu_405,0,1,1,1,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_406,mmlu_406,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_407,mmlu_407,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_408,mmlu_408,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_409,mmlu_409,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_410,mmlu_410,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_411,mmlu_411,0,1,1,1,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_412,mmlu_412,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_413,mmlu_413,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_414,mmlu_414,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_415,mmlu_415,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_416,mmlu_416,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_417,mmlu_417,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_418,mmlu_418,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_419,mmlu_419,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_420,mmlu_420,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_421,mmlu_421,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_422,mmlu_422,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_423,mmlu_423,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_424,mmlu_424,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_425,mmlu_425,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_426,mmlu_426,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_427,mmlu_427,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_428,mmlu_428,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_429,mmlu_429,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_430,mmlu_430,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_431,mmlu_431,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_432,mmlu_432,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_433,mmlu_433,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_434,mmlu_434,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_435,mmlu_435,0,0,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_436,mmlu_436,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_437,mmlu_437,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_438,mmlu_438,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_439,mmlu_439,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_440,mmlu_440,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_441,mmlu_441,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_442,mmlu_442,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_443,mmlu_443,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_444,mmlu_444,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_445,mmlu_445,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_446,mmlu_446,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_447,mmlu_447,0,1,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_448,mmlu_448,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_449,mmlu_449,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_450,mmlu_450,0,0,0,1,1,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_451,mmlu_451,0,0,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_452,mmlu_452,1,1,0,0,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_453,mmlu_453,1,0,1,1,0,0.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_454,mmlu_454,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_455,mmlu_455,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_456,mmlu_456,1,1,0,0,0,1.0,0.7,knowledge_reasoning
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,mmlu_457,mmlu_457,0,1,1,1,0,0.0,0.7,knowledge_reasoning
