model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_221,0,1987,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_222,0,15,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_223,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_224,0,22869,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_225,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_226,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_227,1,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_228,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_229,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_230,0,18,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_231,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_232,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_233,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_234,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_235,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_236,0,17,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_237,1,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_238,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_239,0,5681,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_240,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_241,0,19,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_242,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_243,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_244,0,868,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_245,0,221,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_246,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_247,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_248,0,3971,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_249,0,679,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_250,1,15,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_251,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_252,0,17,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_253,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_254,0,1441,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_255,1,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_256,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_257,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_258,0,975,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_259,1,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_260,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_261,0,1238,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_262,0,19,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_263,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_264,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_265,0,1238,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_266,0,19,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_267,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_268,0,1114,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_269,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_270,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_271,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_272,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_273,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_274,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_275,0,17,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_276,0,510,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_277,0,20,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_278,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_279,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_280,0,2371,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_281,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_282,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_283,0,18,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_284,0,2137,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_285,0,20,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_286,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_287,1,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_288,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_289,0,19,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_290,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_291,0,23,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_292,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_293,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_294,0,972,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_295,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_296,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_297,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_298,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_299,0,118586,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_300,0,5728,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_301,0,2397,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_302,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_303,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_304,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_305,0,24,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_306,0,19,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_307,0,510,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_308,0,510,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_309,0,21,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_310,0,679,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_311,1,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_312,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_313,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_314,1,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_315,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_316,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_317,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_318,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_319,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_320,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_321,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_322,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_323,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_324,0,17,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_325,0,679,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_326,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_327,0,20,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_328,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_329,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_330,0,1484,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_331,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_332,0,1238,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_333,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_334,0,1238,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_335,0,17,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_336,0,1758,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_337,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_338,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_339,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_340,0,931,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_341,1,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_342,1,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_343,0,21,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_344,0,1954,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_345,1,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_346,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_347,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_348,0,19,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_349,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_350,0,20,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_351,0,1238,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_352,0,20,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_353,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_354,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_355,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_356,0,2550,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_357,0,975,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_358,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_359,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_360,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_361,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_362,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_363,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_364,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_365,0,868,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_366,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_367,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_368,0,1187,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_369,0,508,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_370,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_371,1,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_372,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_373,0,17,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_374,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_375,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_376,0,1272,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_377,1,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_378,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_379,1,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_380,0,17,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_381,0,22,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_382,0,2137,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_383,0,1238,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_384,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_385,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_386,0,20,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_387,0,20,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_388,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_389,0,18,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_390,0,19,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_391,0,4194,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_392,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_393,0,23,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_394,0,5926,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_395,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_396,0,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_397,1,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_398,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_399,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_400,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_401,1,16,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_402,0,24,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_403,0,1758,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_404,0,16,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_405,0,1238,1,1.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_406,0,4194,1,0.0,commonsense_reasoning,observed_full,0.7
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_080,spec,0,hellaswag_407,0,510,1,0.0,commonsense_reasoning,observed_full,0.7
